Filename,OCR System,CER,WER,Char Insertions,Char Deletions,Char Substitutions,Word Insertions,Word Deletions,Word Substitutions,Total Chars,Total Words,Significant Word Accuracy,Total Significant Words,Significant Word Errors,Capitalized Word Accuracy,Total Capitalized Words,Capitalized Word Errors,Number Group Accuracy,Total Number Groups,Number Group Errors,BLEU Score,Document Year,Age Group
"Robertson - 1736 - The speech of Mr John Talbot Campo-bell, a free christian negro to his countrymen in the mountains of jamaica_page_47.md",OlmOCRv1,0.02784,0.084,0,31,6,0,11,10,1329,250,0.816514,109,20,0.794872,39,8,0,2,2,0,1736,1725-1749
"Robertson - 1736 - The speech of Mr John Talbot Campo-bell, a free christian negro to his countrymen in the mountains of jamaica_page_47.md",OlmOCRv2,0.02784,0.084,0,31,6,0,11,10,1329,250,0.816514,109,20,0.794872,39,8,0,2,2,0,1736,1725-1749
"Anonymous and Kilkenny - 1643 - Orders establisht in the popish generall assembly, held (under the specious pretence of supreme auth_page_5.md",OlmOCRv2,0.042564,0.084211,3,156,7,0,34,22,3900,665,0.852308,325,48,0.782178,101,22,0.7,10,3,0,1643,1625-1649
Hickeringill - 1705 - Jamaica Viewed_page_28.md,OlmOCRv1,0.032157,0.084821,1,40,0,0,12,7,1275,224,0.852174,115,17,0.857143,56,8,0,2,2,0,1705,1700-1724
Hickeringill - 1705 - Jamaica Viewed_page_28.md,OlmOCRv2,0.031373,0.084821,0,40,0,0,12,7,1275,224,0.852174,115,17,0.857143,56,8,0,2,2,0,1705,1700-1724
Anonymous - 1800 - Cushoo A dialogue between a negro and an english gentleman_page_7_page_001.md,Kraken,0.03879,0.085246,45,10,4,12,2,12,1521,305,0.883333,180,21,0.87234,47,6,-1,1,2,0,1800,1800-1824
"Anonymous and Kilkenny - 1643 - Orders establisht in the popish generall assembly, held (under the specious pretence of supreme auth_page_5_page_001.md",Kraken,0.016154,0.085714,6,9,48,1,5,51,3900,665,0.843077,325,51,0.841584,101,16,0.9,10,1,0,1643,1625-1649
"Long - 1774 - The history of Jamaica, or, general survey of the antient and modern state of that island_page_1.md",OlmOCRv1,0.02292,0.085774,3,60,2,0,23,18,2836,478,0.857778,225,32,0.333333,6,4,0.5,4,2,0,1774,1750-1774
"Long - 1774 - The history of Jamaica, or, general survey of the antient and modern state of that island_page_1.md",OlmOCRv2,0.02292,0.085774,3,60,2,0,23,18,2836,478,0.857778,225,32,0.333333,6,4,0.5,4,2,0,1774,1750-1774
Anonymous - 1740 - A letter from a gentleman at barbados to his friend now in London_page_25.md,OlmOCRv1,0.018237,0.085837,0,22,2,0,10,10,1316,233,0.837838,111,18,0.829787,47,8,0.666667,3,1,0,1740,1725-1749
Barham - 1717 - A letter of that curious Naturalist Mr Henry Barham_page_1.md,OlmOCRv2,0.096659,0.086262,0,162,0,0,23,4,1676,313,0.862745,153,21,0.871429,70,9,0.333333,3,2,0,1717,1700-1724
Anonymous - 1766 - The privileges of the island of jamaica vindicated_page_64_page_001.md,Kraken,0.020153,0.086466,5,7,17,0,3,20,1439,266,0.837398,123,20,0.714286,14,4,0,2,2,0,1766,1750-1774
Leslie - 1740 - A new and exact account of Jamaica_page_184_page_001.md,Kraken,0.015587,0.08658,1,2,16,1,1,18,1219,231,0.834783,115,19,0.846154,65,10,0.8,5,1,0,1740,1725-1749
Anonymous - 1690 - The compleat English and French cook describing the best and newest ways of ordering and dressing al_page_122_page_001.md,Kraken,0.016393,0.086747,5,4,27,2,2,32,2196,415,0.858407,226,32,0.864865,74,10,0.666667,3,1,0,1690,1675-1699
Thomas - 1800 - Different plans for improving the Habour of Bristol_page_27_page_001.md,Tesseract,0.018232,0.087558,12,3,5,2,3,14,1097,217,0.824176,91,16,0.857143,21,3,0.5,4,2,0,1800,1800-1824
Anonymous - 1764 - Astronomical Observations Made at the Island of Barbados; At Willoughby Fort_page_1.md,OlmOCRv2,0.030284,0.087719,16,25,7,0,7,18,1585,285,0.852761,163,24,0.964912,57,2,0.842105,19,3,0,1764,1750-1774
Anonymous - 1693 - [A bond given to the captain of every ship by the seamen]_page_1_page_001.md,Kraken,0.032925,0.088204,89,52,39,14,16,53,5467,941,0.85906,447,63,0.858824,255,36,-0.5,2,3,0,1693,1675-1699
Janssen - 1713 - General Maxims in Trade_page_26_page_001.md,Kraken,0.019178,0.089928,12,2,14,4,2,19,1460,278,0.826446,121,21,0.788462,52,11,-1,1,2,0,1713,1700-1724
Child - 1690 - A discourse about trade_page_175.md,OlmOCRv2,0.021429,0.09,4,19,1,0,8,10,1120,200,0.813187,91,17,0.880952,42,5,0.8,5,1,0,1690,1675-1699
Anonymous - 1740 - A letter from a gentleman at barbados to his friend now in London_page_25.md,OlmOCRv2,0.019757,0.090129,1,21,4,0,10,11,1316,233,0.828829,111,19,0.808511,47,9,0.666667,3,1,0,1740,1725-1749
Prinsep - 1792 - The right in the West-India merchants to a double monopoly of the sugar market of Great Britain_page_1.md,OlmOCRv1,0.019231,0.090426,0,20,0,0,10,7,1040,188,0.851064,94,14,1,8,0,0.8,5,1,0,1792,1775-1799
Prinsep - 1792 - The right in the West-India merchants to a double monopoly of the sugar market of Great Britain_page_1.md,OlmOCRv2,0.019231,0.090426,0,20,0,0,10,7,1040,188,0.851064,94,14,1,8,0,0.8,5,1,0,1792,1775-1799
"Ingram - 1744 - An essay, on the nature, cause, and seat of dysentery's, in a letter to Dr. Henry Warren of Barbados_page_35.md",OlmOCRv2,0.028649,0.090909,1,19,1,0,7,5,733,132,0.852459,61,9,0.869565,23,3,0,1,1,0,1744,1725-1749
Prinsep - 1794 - Bengal Sugar. An account of the method and expence of cultivating the sugar-cane in Bengal_page_1.md,DeepSeek,0.025547,0.090909,4,18,6,0,8,10,1096,198,0.857143,105,15,1,12,0,0.461538,13,7,0,1794,1775-1799
Anonymous - 1764 - Astronomical Observations Made at the Island of Barbados; At Willoughby Fort_page_1.md,OlmOCRv1,0.04795,0.091228,41,21,14,1,7,18,1585,285,0.846626,163,25,0.964912,57,2,0.473684,19,10,0,1764,1750-1774
Anonymous - 1692 - A brief but most true relation of the late barbarous and bloody plot of the negro's in the island of Barbados_page_1.md,DeepSeek,0.03598,0.091503,2,17,10,0,3,11,806,153,0.8125,64,12,0.870968,31,4,0.6,5,2,0,1692,1675-1699
Ligon - 1657 - A True and Exact history of the island of barbados_page_47_page_001.md,Kraken,0.028741,0.091627,37,35,25,9,12,37,3375,633,0.838488,291,47,0.796296,54,11,1,2,0,0,1657,1650-1674
"Robertson - 1736 - The speech of Mr John Talbot Campo-bell, a free christian negro to his countrymen in the mountains of jamaica_page_47.md",DeepSeek,0.025583,0.092,6,19,9,1,8,14,1329,250,0.798165,109,22,0.794872,39,8,1,2,0,0,1736,1725-1749
Anonymous - 1676 - Wonderful news from Bristol_page_5.md,DeepSeek,0.029362,0.093333,3,14,18,1,2,18,1192,225,0.853211,109,16,0.666667,27,9,0,1,1,0,1676,1675-1699
Hayne - 1685 - An abstract of all the statutes made concerning aliens trading in England from the first-year of K._page_12_page_001.md,Kraken,0.025739,0.094301,37,30,68,7,8,76,5245,965,0.826446,484,84,0.857143,245,35,0.777778,9,2,0,1685,1675-1699
Anonymous - 1740 - A letter from a gentleman at barbados to his friend now in London_page_25_page_001.md,Kraken,0.018997,0.094421,3,3,19,1,2,19,1316,233,0.837838,111,18,0.808511,47,9,0.666667,3,1,0,1740,1725-1749
Ogilby - 1671 - America_page_399_page_001.md,Kraken,0.038366,0.09466,29,42,22,8,7,24,2424,412,0.852018,223,33,0.814286,70,13,1,3,0,0,1671,1650-1674
Child - 1690 - A discourse about trade_page_175.md,OlmOCRv1,0.023214,0.095,4,19,3,0,8,11,1120,200,0.802198,91,18,0.880952,42,5,0.8,5,1,0,1690,1675-1699
"Mullinax - 1660 - Symplegades antrum, or the rumpant story impartially relating their tyrannical dealings, and clymacterial downfall_page_16.md",OlmOCRv1,0.065749,0.095331,7,170,14,0,27,22,2905,514,0.856643,286,41,0.759615,104,25,0,3,3,0,1660,1650-1674
Norwood - 1753 - An account of some particulars_page_1.md,OlmOCRv1,0.047558,0.095465,0,104,7,0,21,19,2334,419,0.821596,213,38,0.775,40,9,0.818182,11,2,0,1753,1750-1774
Anonymous - 1704 - Female Policy Detected_page_73.md,OlmOCRv1,0.035135,0.096552,12,35,5,0,8,20,1480,290,0.8,140,28,0.842105,57,9,0,1,1,0,1704,1700-1724
Cotton - 1614 - Gods promise to his plantation_page_14_page_001.md,Kraken,0.019074,0.096654,4,8,16,0,4,22,1468,269,0.815603,141,26,0.76,25,6,0.125,8,7,0,1614,1600-1624
Cotton - 1614 - Gods promise to his plantation_page_14.md,OlmOCRv2,0.029292,0.096654,3,39,1,1,14,11,1468,269,0.822695,141,25,0.76,25,6,0.875,8,1,0,1614,1600-1624
Woods - 1784 - Thoughts on the slavery of the negroes_page_1.md,OlmOCRv1,0.021277,0.096774,0,19,0,0,9,6,893,155,0.841463,82,13,1,3,0,0,1,1,0,1784,1775-1799
Woods - 1784 - Thoughts on the slavery of the negroes_page_1.md,OlmOCRv2,0.021277,0.096774,0,19,0,0,9,6,893,155,0.841463,82,13,1,3,0,0,1,1,0,1784,1775-1799
"Mullinax - 1660 - Symplegades antrum, or the rumpant story impartially relating their tyrannical dealings, and clymacterial downfall_page_16_page_001.md",Kraken,0.0179,0.097276,10,6,36,6,4,40,2905,514,0.846154,286,44,0.846154,104,16,0.666667,3,1,0,1660,1650-1674
Dirom - 1783 - Thoughts on the state of the militia of jamaica_page_20.md,OlmOCRv1,0.023077,0.097345,0,15,0,0,7,4,650,113,0.804348,46,9,0.884615,26,3,0,1,1,0,1783,1775-1799
Dirom - 1783 - Thoughts on the state of the militia of jamaica_page_20.md,OlmOCRv2,0.023077,0.097345,0,15,0,0,7,4,650,113,0.804348,46,9,0.884615,26,3,0,1,1,0,1783,1775-1799
Anonymous - 1676 - Wonderful news from Bristol_page_5.md,OlmOCRv1,0.021812,0.097778,1,19,6,1,7,14,1192,225,0.807339,109,21,0.851852,27,4,0,1,1,0,1676,1675-1699
Anonymous - 1676 - Wonderful news from Bristol_page_5.md,OlmOCRv2,0.024329,0.097778,1,23,5,1,8,13,1192,225,0.816514,109,20,0.851852,27,4,0,1,1,0,1676,1675-1699
Windham - 1804 - Facts better than arguments_page_99.md,OlmOCRv1,0.017045,0.098039,0,20,1,0,10,10,1232,204,0.80198,101,20,0.833333,6,1,0,1,1,0,1804,1800-1824
Windham - 1804 - Facts better than arguments_page_99.md,OlmOCRv2,0.017045,0.098039,0,20,1,0,10,10,1232,204,0.80198,101,20,0.833333,6,1,0,1,1,0,1804,1800-1824
Anonymous - 1732 - Some considerations touching the sugar colonies_page_1_page_001.md,Kraken,0.030638,0.098404,24,21,16,9,11,17,1991,376,0.870056,177,23,0.84,75,12,-0.666667,3,5,0,1732,1725-1749
"Anonymous - 1660 - By the merchants owners of ships and mariners, trading to His Majesties sugar-plantations_page_2.md",OlmOCRv2,0.060593,0.098765,3,135,3,0,25,15,2327,405,0.834862,218,36,0.803738,107,21,0,1,1,0,1660,1650-1674
"Anonymous - 1643 - A briefe relation, abstracted out of severall letters, of a most hellish, cruell, and bloudy plot ag_page_3.md",OlmOCRv2,0.04565,0.098802,7,142,21,2,29,35,3724,668,0.825826,333,58,0.808081,99,19,0.333333,3,2,0,1643,1625-1649
Leslie - 1740 - A new and exact account of Jamaica_page_184.md,OlmOCRv1,0.067268,0.099567,1,81,0,1,18,4,1219,231,0.86087,115,16,0.876923,65,8,0.6,5,2,0,1740,1725-1749
Anonymous - 1744 - Reasons against the bill now depending in parliament intitled a bill for inlarging and regulating the trade to the levant seas_page_6_page_001.md,Kraken,0.021655,0.100112,13,14,79,3,3,83,4895,889,0.76,350,84,0.726257,179,49,-2,1,3,0,1744,1725-1749
Anonymous - 1753 - An accurate description of the cacao-tree_page_2.md,DeepSeek,0.030303,0.100719,10,32,23,3,7,32,2145,417,0.821053,190,34,0.736842,38,10,0.928571,14,1,0,1753,1750-1774
Prinsep - 1794 - Bengal Sugar. An account of the method and expence of cultivating the sugar-cane in Bengal_page_1_page_001.md,Kraken,0.046533,0.10101,29,3,19,1,1,18,1096,198,0.828571,105,18,0.666667,12,4,0.230769,13,10,0,1794,1775-1799
Prinsep - 1794 - Bengal Sugar. An account of the method and expence of cultivating the sugar-cane in Bengal_page_1.md,OlmOCRv2,0.047445,0.10101,30,14,8,0,10,10,1096,198,0.828571,105,18,1,12,0,0.538462,13,6,0,1794,1775-1799
Anonymous - 1716 - A True Account of the late pyracies of Jamaica_page_19.md,DeepSeek,0.034677,0.102439,10,15,12,3,4,14,1067,205,0.868132,91,12,0.844444,45,7,1,4,0,0,1716,1700-1724
Ligon - 1657 - A True and Exact history of the island of barbados_page_47.md,OlmOCRv1,0.031407,0.102686,13,75,18,0,22,43,3375,633,0.80756,291,56,0.666667,54,18,0.5,2,1,0,1657,1650-1674
"Mullinax - 1660 - Symplegades antrum, or the rumpant story impartially relating their tyrannical dealings, and clymacterial downfall_page_16.md",OlmOCRv2,0.064716,0.103113,15,156,17,0,26,27,2905,514,0.839161,286,46,0.721154,104,29,0,3,3,0,1660,1650-1674
"Anonymous - 1675 - The Accomplish'd lady's delight in preserving, physick, beautifying, and cookery containing I. the a_page_102.md",OlmOCRv2,0.097521,0.103858,22,150,5,3,25,7,1815,337,0.846154,182,28,0.721519,79,22,0.555556,9,4,0,1675,1675-1699
Cotton - 1614 - Gods promise to his plantation_page_14.md,OlmOCRv1,0.029973,0.104089,2,40,2,1,14,13,1468,269,0.808511,141,27,0.76,25,6,0.75,8,2,0,1614,1600-1624
Anonymous - 1768 - Letters from a farmer in pennsylvania_page_74.md,DeepSeek,0.030654,0.104167,7,30,8,2,11,17,1468,288,0.822222,135,24,0.5,4,2,0,1,1,0,1768,1750-1774
Anonymous - 1700 - Directions for Sugar Plums_page_1.md,OlmOCRv2,0.040067,0.104412,15,98,31,0,21,50,3594,680,0.836512,367,60,0.839161,286,46,0.882353,17,2,0,1700,1700-1724
Anonymous - 1692 - A brief but most true relation of the late barbarous and bloody plot of the negro's in the island of Barbados_page_1_page_001.md,Kraken,0.031017,0.104575,3,12,10,1,3,12,806,153,0.78125,64,14,0.870968,31,4,0.6,5,2,0,1692,1675-1699
"Anonymous - 1643 - A briefe relation, abstracted out of severall letters, of a most hellish, cruell, and bloudy plot ag_page_3.md",OlmOCRv1,0.046992,0.10479,4,147,24,1,29,40,3724,668,0.816817,333,61,0.79798,99,20,0.333333,3,2,0,1643,1625-1649
"Ingram - 1744 - An essay, on the nature, cause, and seat of dysentery's, in a letter to Dr. Henry Warren of Barbados_page_35.md",OlmOCRv1,0.031378,0.106061,1,20,2,0,7,7,733,132,0.819672,61,11,0.826087,23,4,0,1,1,0,1744,1725-1749
Anonymous - 1704 - Female Policy Detected_page_73.md,DeepSeek,0.038514,0.106897,4,39,14,3,7,21,1480,290,0.807143,140,27,0.824561,57,10,0,1,1,0,1704,1700-1724
Anonymous - 1768 - Letters from a farmer in pennsylvania_page_74.md,OlmOCRv1,0.038828,0.107639,1,50,6,0,20,11,1468,288,0.837037,135,22,0.5,4,2,0,1,1,0,1768,1750-1774
"Spire - 1698 - The natures, uses, & doses of several approved and experienced medicines, faithfully prepared by Joh_page_7_page_001.md",Kraken,0.029507,0.108384,28,25,29,5,7,41,2779,489,0.827338,278,48,0.845588,136,21,0.478261,23,12,0,1698,1675-1699
Baker - 1775 - An essay on the art of making Moscavado sugar wherein a new process is proposed_page_1.md,DeepSeek,0.062385,0.108974,4,83,15,1,17,16,1635,312,0.821918,146,26,0.857143,70,10,0.6,5,2,0,1775,1775-1799
"Williams - 1750 - An essay on the bilious, or yellow fever of jamaica_page_28_page_001.md",Kraken,0.023907,0.109023,3,7,25,3,2,24,1464,266,0.8,130,26,0.764706,51,12,1,1,0,0,1750,1750-1774
Anonymous - 1693 - [A bond given to the captain of every ship by the seamen]_page_1.md,OlmOCRv1,0.053777,0.110521,32,155,107,5,21,78,5467,941,0.796421,447,91,0.745098,255,65,0,2,2,0,1693,1675-1699
Anonymous - 1693 - [A bond given to the captain of every ship by the seamen]_page_1.md,OlmOCRv2,0.050668,0.110521,32,169,76,5,23,76,5467,941,0.796421,447,91,0.705882,255,75,0.5,2,1,0,1693,1675-1699
Fox - 1800 - An address to the people of Great Britain on the propriety of abstaining from West India Sugar and Rum_page_5.md,DeepSeek,0.08162,0.111498,223,14,25,26,7,31,3210,574,0.788679,265,56,0.789474,19,4,0.666667,3,1,0,1800,1800-1824
Anonymous - 1732 - Some considerations touching the sugar colonies_page_1.md,DeepSeek,0.03114,0.111702,2,33,27,1,12,29,1991,376,0.80226,177,35,0.866667,75,10,0.333333,3,2,0,1732,1725-1749
Anonymous - 1752 - The art of making sugar_page_1_page_001.md,Kraken,0.02406,0.114035,7,8,49,0,1,51,2660,456,0.788382,241,51,0.714286,14,4,0.666667,3,1,0,1752,1750-1774
Anonymous - 1768 - Letters from a farmer in pennsylvania_page_74.md,OlmOCRv2,0.032698,0.114583,1,45,2,0,20,13,1468,288,0.822222,135,24,0.5,4,2,0,1,1,0,1768,1750-1774
Dirom - 1783 - Thoughts on the state of the militia of jamaica_page_20.md,DeepSeek,0.050769,0.115044,13,13,7,1,7,5,650,113,0.76087,46,11,0.884615,26,3,0,1,1,0,1783,1775-1799
Anonymous - 1740 - A letter from a gentleman at barbados to his friend now in London_page_25.md,DeepSeek,0.029635,0.11588,2,27,10,2,10,15,1316,233,0.774775,111,25,0.787234,47,10,0.666667,3,1,0,1740,1725-1749
Tryon - 1684 - Friendly advice to the gentle-man planters of the east and west indies_page_112.md,OlmOCRv1,0.027957,0.116279,2,21,3,0,9,11,930,172,0.790698,86,18,0.875,32,4,0,1,1,0,1684,1675-1699
Tryon - 1684 - Friendly advice to the gentle-man planters of the east and west indies_page_112.md,OlmOCRv2,0.027957,0.116279,2,21,3,0,9,11,930,172,0.790698,86,18,0.875,32,4,0,1,1,0,1684,1675-1699
Tryon - 1684 - Friendly advice to the gentle-man planters of the east and west indies_page_112.md,DeepSeek,0.030108,0.116279,2,22,4,0,9,11,930,172,0.790698,86,18,0.84375,32,5,0,1,1,0,1684,1675-1699
Anonymous - 1721 - The unhappy voyage_page_1_page_001.md,Kraken,0.040698,0.116495,89,61,67,20,8,85,5332,970,0.805447,514,100,0.804965,282,55,0.4,5,3,0,1721,1700-1724
Norwood - 1753 - An account of some particulars_page_1_page_001.md,Kraken,0.020137,0.116945,11,9,27,10,2,37,2334,419,0.807512,213,41,0.775,40,9,0.818182,11,2,0,1753,1750-1774
Anonymous - 1716 - A True Account of the late pyracies of Jamaica_page_19.md,OlmOCRv2,0.037488,0.117073,5,29,6,2,10,12,1067,205,0.813187,91,17,0.8,45,9,0.5,4,2,0,1716,1700-1724
"Stubbe - 1662 - The Indian Nectar, or a discourse concerning chocolata_page_105_page_001.md",Kraken,0.032078,0.118081,6,20,20,4,4,24,1434,271,0.852792,197,29,0.363636,11,7,-0.5,2,3,0,1662,1650-1674
Barham - 1717 - A letter of that curious Naturalist Mr Henry Barham_page_1_page_001.md,Kraken,0.02327,0.118211,3,7,29,3,1,33,1676,313,0.771242,153,35,0.8,70,14,0.333333,3,2,0,1717,1700-1724
"Anonymous - 1680 - The Interest of the three kingdoms, with respect to the business of the black box, and all the other_page_10_page_001.md",Kraken,0.044533,0.11911,63,71,55,13,13,65,4244,764,0.758621,348,84,0.72093,172,48,0.25,4,3,0,1680,1675-1699
Anonymous - 1728 - Some observations on the Assiento Trade_page_22_page_001.md,Kraken,0.025743,0.119777,6,7,39,2,2,39,2020,359,0.754601,163,40,0.7375,80,21,0.666667,3,1,0,1728,1725-1749
Anonymous - 1766 - The privileges of the island of jamaica vindicated_page_64.md,OlmOCRv1,0.029187,0.120301,4,38,0,0,17,15,1439,266,0.788618,123,26,0.785714,14,3,0.5,2,1,0,1766,1750-1774
"Marnettè - 1656 - The perfect cook being the most exact directions for the making all kinds of pastes, with the perfec_page_97.md",OlmOCRv2,0.088206,0.121287,1,171,6,0,33,16,2018,404,0.78836,189,40,0.375,24,15,0,3,3,0,1656,1650-1674
Baker - 1775 - An essay on the art of making Moscavado sugar wherein a new process is proposed_page_1_page_001.md,Kraken,0.029969,0.121795,5,4,40,0,2,36,1635,312,0.753425,146,36,0.785714,70,15,1,5,0,0,1775,1775-1799
Anonymous - 1716 - A True Account of the late pyracies of Jamaica_page_19.md,OlmOCRv1,0.038425,0.121951,6,26,9,2,10,13,1067,205,0.813187,91,17,0.8,45,9,0.5,4,2,0,1716,1700-1724
Anonymous - 1753 - An accurate description of the cacao-tree_page_2_page_001.md,Kraken,0.023776,0.122302,7,11,33,4,8,39,2145,417,0.794737,190,39,0.815789,38,7,0.785714,14,3,0,1753,1750-1774
"Cary - 1695 - An essay on the state of England in relation to its trade, its poor, and its taxes, for carrying on_page_51_page_001.md",Kraken,0.026,0.123318,8,11,46,3,1,51,2500,446,0.752336,214,53,0.7375,80,21,0.666667,3,1,0,1695,1675-1699
"Cary - 1695 - An essay on the state of England in relation to its trade, its poor, and its taxes, for carrying on_page_51.md",OlmOCRv2,0.0692,0.123318,3,168,2,0,37,18,2500,446,0.771028,214,49,0.6875,80,25,0,3,3,0,1695,1675-1699
"Cary - 1695 - An essay on the state of England in relation to its trade, its poor, and its taxes, for carrying on_page_51.md",OlmOCRv1,0.0696,0.125561,3,168,3,0,37,19,2500,446,0.766355,214,50,0.6625,80,27,0,3,3,0,1695,1675-1699
Windham - 1804 - Facts better than arguments_page_99_page_001.md,Tesseract,0.021104,0.127451,18,0,8,4,3,19,1232,204,0.811881,101,19,0.666667,6,2,1,1,0,0,1804,1800-1824
Anonymous - 1690 - The compleat English and French cook describing the best and newest ways of ordering and dressing al_page_122.md,OlmOCRv2,0.084699,0.127711,2,177,7,0,35,18,2196,415,0.79646,226,46,0.743243,74,19,0,3,3,0,1690,1675-1699
"Morley - 1653 - A Vindication of that righteous principle of the doctrine of Christ, called laying on of hands upon_page_26.md",OlmOCRv2,0.07824,0.12854,8,182,2,2,37,20,2454,459,0.752427,206,51,0.227273,22,17,0,4,4,0,1653,1650-1674
"Anonymous - 1743 - Acts of Assembly passed in the Island of Jamaica from 1681, to 1737, inclusive_page_118.md",OlmOCRv2,0.06238,0.128655,2,332,23,0,82,50,5723,1026,0.808853,497,95,0.804714,297,58,0,2,2,0,1743,1725-1749
"Edwards - 1798 - The history, civil and commercial, of the British colonies in the West Indies_page_211_page_001.md",Kraken,0.074887,0.128676,107,2,7,26,1,8,1549,272,0.76,125,30,0.769231,13,3,0.5,2,1,0,1798,1775-1799
"Ingram - 1744 - An essay, on the nature, cause, and seat of dysentery's, in a letter to Dr. Henry Warren of Barbados_page_35.md",DeepSeek,0.030014,0.128788,2,15,5,0,6,11,733,132,0.770492,61,14,0.695652,23,7,1,1,0,0,1744,1725-1749
Anonymous - 1792 - Bristol an abstract of the city charter_page_32_page_001.md,Kraken,0.02974,0.130653,0,9,23,0,4,22,1076,199,0.76087,92,22,0.857143,28,4,0,1,1,0,1792,1775-1799
"Anonymous - 1675 - Every woman her own midwife, or, A Compleat cabinet opened for child-bearing women furnished with di_page_53.md",OlmOCRv2,0.061022,0.131356,10,190,40,2,35,56,3933,708,0.78803,401,85,0.787402,127,27,-3,4,16,0,1675,1675-1699
"Robertson - 1736 - The speech of Mr John Talbot Campo-bell, a free christian negro to his countrymen in the mountains of jamaica_page_47_page_001.md",Kraken,0.040632,0.132,31,6,17,13,2,18,1329,250,0.752294,109,27,0.794872,39,8,0,2,2,0,1736,1725-1749
Burroughs - 1659 - Rich Newes from Jamaica_page_4.md,OlmOCRv1,0.060576,0.132184,1,40,20,1,9,13,1007,174,0.78022,91,20,0.69697,33,10,0,1,1,0,1659,1650-1674
Anonymous - 1690 - The compleat English and French cook describing the best and newest ways of ordering and dressing al_page_122.md,OlmOCRv1,0.081056,0.13253,2,164,12,0,32,23,2196,415,0.778761,226,50,0.743243,74,19,0,3,3,0,1690,1675-1699
"Morley - 1653 - A Vindication of that righteous principle of the doctrine of Christ, called laying on of hands upon_page_26.md",OlmOCRv1,0.08313,0.132898,5,189,10,0,37,24,2454,459,0.737864,206,54,0.272727,22,16,0,4,4,0,1653,1650-1674
Anonymous - 1700 - An enquiry into the causes of the miscarriage of the scots colony at darien_page_31.md,OlmOCRv1,0.059141,0.132939,9,196,14,1,46,43,3703,677,0.75,316,79,0.720588,136,38,0.705882,17,5,0,1700,1700-1724
Prinsep - 1792 - The right in the West-India merchants to a double monopoly of the sugar market of Great Britain_page_1_page_001.md,Kraken,0.026923,0.132979,2,13,13,2,7,16,1040,188,0.819149,94,17,0.875,8,1,0.6,5,2,0,1792,1775-1799
Gisborne - 1792 - On slavery and the slave trade_page_1_page_001.md,Kraken,0.033172,0.133588,9,7,32,1,3,31,1447,262,0.726496,117,32,0.5,6,3,0,1,1,0,1792,1775-1799
"Marnettè - 1656 - The perfect cook being the most exact directions for the making all kinds of pastes, with the perfec_page_97.md",OlmOCRv1,0.092666,0.133663,4,175,8,0,32,22,2018,404,0.761905,189,45,0.375,24,15,0,3,3,0,1656,1650-1674
Bishop - 1766 - Instructions and observations relative to the navigation of the windward and gulph passages_page_74.md,OlmOCRv1,0.040366,0.134387,33,18,2,0,8,26,1313,253,0.75,128,32,0.629032,62,23,0.8,5,1,0,1766,1750-1774
Wright - 1777 - Description of the Jesuits bark tree of Jamaica and the Caribbes_page_3_page_001.md,Kraken,0.01933,0.134831,5,0,10,2,0,10,776,89,0.862069,87,12,0.791667,24,5,0,2,2,0,1777,1775-1799
Anonymous - 1766 - The privileges of the island of jamaica vindicated_page_64.md,OlmOCRv2,0.031272,0.135338,6,38,1,0,18,18,1439,266,0.756098,123,30,0.785714,14,3,0.5,2,1,0,1766,1750-1774
Anonymous - 1700 - An enquiry into the causes of the miscarriage of the scots colony at darien_page_31.md,OlmOCRv2,0.061032,0.135894,10,200,16,1,46,45,3703,677,0.746835,316,80,0.727941,136,37,0.764706,17,4,0,1700,1700-1724
Anonymous - 1726 - The State of the Island of Jamaica_page_41.md,OlmOCRv1,0.071035,0.136364,3,105,8,0,25,14,1633,286,0.79085,153,32,0.884615,78,9,0.25,4,3,0,1726,1725-1749
"Spire - 1698 - The natures, uses, & doses of several approved and experienced medicines, faithfully prepared by Joh_page_7.md",OlmOCRv2,0.081324,0.137014,11,206,9,1,41,25,2779,489,0.780576,278,61,0.779412,136,30,0.826087,23,4,0,1698,1675-1699
Anonymous - 1757 - The Jamaica Association Develop'd_page_14.md,OlmOCRv1,0.029235,0.137778,0,38,1,0,19,12,1334,225,0.771429,105,24,0.764706,51,12,0,1,1,0,1757,1750-1774
Banks - 1699 - The unhappy favourite_page_37_page_001.md,Kraken,0.041379,0.138462,42,9,33,9,6,39,2030,390,0.746114,193,49,0.864198,81,11,-4,1,5,0,1699,1675-1699
"Kent - 1687 - A choice manual, or Rare secrets in physick and chirurgery collected, & practised by the Right Hono_page_106.md",OlmOCRv2,0.096865,0.139159,1,170,2,0,33,10,1786,309,0.771605,162,37,0.630435,46,17,0.5,6,3,0,1687,1675-1699
"Anonymous and Company - 1691 - A list of the names of all the adventurers in the stock of the honourable the East-India-Company, th_page_9.md",DeepSeek,0.048667,0.140062,16,161,95,9,28,99,5589,971,0.719647,453,127,0.757009,214,52,0,3,3,0,1691,1675-1699
Anonymous - 1764 - Astronomical Observations Made at the Island of Barbados; At Willoughby Fort_page_1.md,DeepSeek,0.06183,0.140351,50,18,30,1,8,31,1585,285,0.760736,163,39,0.894737,57,6,0.578947,19,8,0,1764,1750-1774
