Filename,OCR System,CER,WER,Char Insertions,Char Deletions,Char Substitutions,Word Insertions,Word Deletions,Word Substitutions,Total Chars,Total Words,Significant Word Accuracy,Total Significant Words,Significant Word Errors,Capitalized Word Accuracy,Total Capitalized Words,Capitalized Word Errors,Number Group Accuracy,Total Number Groups,Number Group Errors,BLEU Score,Hallucination Rate,Total Hallucinated Words,Unique Hallucinated Words,Document Year,Age Group
Anonymous - 1746 - An essay concerning slavery and the danger Jamaica is expos'd too from the too great number of slaves_page_41_page_001.md,Kraken,0.01486,0.060748,5,7,5,2,1,10,1144,214,0.925234,107,8,0.883721,43,5,0.5,2,1,0.888522,0.013953,3,3,1746,1725-1749
Anonymous - 1752 - The art of making sugar_page_1_page_001.md,Kraken,0.02406,0.114035,7,8,49,0,1,51,2660,456,0.788382,241,51,0.714286,14,4,0.666667,3,1,0.756421,0.013187,6,6,1752,1750-1774
Anonymous - 1753 - An accurate description of the cacao-tree_page_2_page_001.md,Kraken,0.023776,0.122302,7,11,33,4,8,39,2145,417,0.794737,190,39,0.815789,38,7,0.785714,14,3,0.773119,0.024213,10,10,1753,1750-1774
Anonymous - 1757 - The Jamaica Association Develop'd_page_14_page_001.md,Kraken,0.017241,0.08,1,10,12,0,5,13,1334,225,0.885714,105,12,0.803922,51,10,1,1,0,0.822195,0.031818,7,7,1757,1750-1774
Anonymous - 1764 - Astronomical Observations Made at the Island of Barbados; At Willoughby Fort_page_1_page_001.md,Kraken,0.017035,0.070175,0,9,18,0,0,20,1585,285,0.877301,163,20,0.859649,57,8,0.684211,19,6,0.84507,0.024561,7,7,1764,1750-1774
Anonymous - 1766 - The privileges of the island of jamaica vindicated_page_64_page_001.md,Kraken,0.020153,0.086466,5,7,17,0,3,20,1439,266,0.837398,123,20,0.714286,14,4,0,2,2,0.81538,0.034221,9,8,1766,1750-1774
"Anonymous - 1768 - An act for vesting the settled estate of william nedham, esquire, in the island of Jamaica, in trustees for the purposes therein mentioned_page_7_page_001.md",Kraken,0.011198,0.062084,3,5,22,0,2,26,2679,451,0.887446,231,26,0.85,140,21,0,1,1,0.861291,0.033408,15,14,1768,1750-1774
Anonymous - 1768 - Letters from a farmer in pennsylvania_page_74_page_001.md,Kraken,0.040191,0.145833,16,9,34,1,4,37,1468,288,0.711111,135,39,0,4,4,-2,1,3,0.751964,0.059649,17,16,1768,1750-1774
Anonymous - 1789 - Notes on the two reports from the committee of the honourable house of assembly of Jamaica_page_32_page_001.md,Kraken,0.098473,0.286307,60,48,21,17,24,28,1310,241,0.62069,116,44,0.821429,28,5,-1.333333,12,28,0.565385,0.021368,5,4,1789,1775-1799
Anonymous - 1792 - Bristol an abstract of the city charter_page_32_page_001.md,Kraken,0.02974,0.130653,0,9,23,0,4,22,1076,199,0.76087,92,22,0.857143,28,4,0,1,1,0.71942,0.020513,4,3,1792,1775-1799
Anonymous - 1792 - Plain man's thoughts on the present price of sugar_page_15_page_001.md,Kraken,0.009774,0.056522,0,5,8,1,3,9,1330,230,0.900901,111,11,0.666667,9,3,1,2,0,0.890647,0.013158,3,3,1792,1775-1799
"Anonymous - 1793 - Memoir, on the sugar-trade of the British colonies_page_1_page_001.md",Kraken,0.011842,0.045113,0,3,6,0,0,6,760,133,0.90625,64,6,0.714286,7,2,0,1,1,0.907782,0.030075,4,4,1793,1775-1799
Anonymous - 1800 - Cushoo A dialogue between a negro and an english gentleman_page_7_page_001.md,Kraken,0.03879,0.085246,45,10,4,12,2,12,1521,305,0.883333,180,21,0.87234,47,6,-1,1,2,0.8457,0.031746,10,10,1800,1800-1824
Anonymous - 1803 - Practical Rules for the management and medical treatment of negro slaves in the sugar colonies_page_243_page_001.md,Kraken,0.004521,0.017544,0,4,2,0,2,2,1327,228,0.981132,106,2,1,2,0,1,1,0,0.965677,0.004425,1,1,1803,1800-1824
"Anonymous and Company - 1691 - A list of the names of all the adventurers in the stock of the honourable the East-India-Company, th_page_9_page_001.md",Kraken,0.011093,0.054583,7,14,41,1,7,45,5589,971,0.89404,453,48,0.88785,214,24,0.333333,3,2,0.886481,0.013472,13,13,1691,1675-1699
"Anonymous and Kilkenny - 1643 - Orders establisht in the popish generall assembly, held (under the specious pretence of supreme auth_page_5_page_001.md",Kraken,0.016154,0.085714,6,9,48,1,5,51,3900,665,0.843077,325,51,0.841584,101,16,0.9,10,1,0.835146,0.019667,13,13,1643,1625-1649
Baker - 1775 - An essay on the art of making Moscavado sugar wherein a new process is proposed_page_1_page_001.md,Kraken,0.029969,0.121795,5,4,40,0,2,36,1635,312,0.753425,146,36,0.785714,70,15,1,5,0,0.722969,0.035484,11,11,1775,1775-1799
Banks - 1699 - The unhappy favourite_page_37_page_001.md,Kraken,0.041379,0.138462,42,9,33,9,6,39,2030,390,0.746114,193,49,0.864198,81,11,-4,1,5,0.757773,0.035623,14,14,1699,1675-1699
Barham - 1717 - A letter of that curious Naturalist Mr Henry Barham_page_1_page_001.md,Kraken,0.02327,0.118211,3,7,29,3,1,33,1676,313,0.771242,153,35,0.8,70,14,0.333333,3,2,0.759602,0.04127,13,11,1717,1700-1724
Bishop - 1766 - Instructions and observations relative to the navigation of the windward and gulph passages_page_74_page_001.md,Kraken,0.012186,0.059289,0,4,12,0,2,13,1313,253,0.898438,128,13,0.870968,62,8,1,5,0,0.869053,0.007968,2,2,1766,1750-1774
Burroughs - 1659 - Rich Newes from Jamaica_page_4_page_001.md,Kraken,0.217478,0.454023,15,134,70,1,22,56,1007,174,0.340659,91,60,0.484848,33,17,-1,1,2,0.334537,0.104575,16,15,1659,1650-1674
"Cary - 1695 - An essay on the state of England in relation to its trade, its poor, and its taxes, for carrying on_page_51_page_001.md",Kraken,0.026,0.123318,8,11,46,3,1,51,2500,446,0.752336,214,53,0.7375,80,21,0.666667,3,1,0.721964,0.044643,20,18,1695,1675-1699
Child - 1690 - A discourse about trade_page_175_page_001.md,Kraken,0.042857,0.195,6,3,39,1,1,37,1120,200,0.582418,91,38,0.619048,42,16,0.8,5,1,0.568061,0.055,11,11,1690,1675-1699
Cotton - 1614 - Gods promise to his plantation_page_14_page_001.md,Kraken,0.019074,0.096654,4,8,16,0,4,22,1468,269,0.815603,141,26,0.76,25,6,0.125,8,7,0.805827,0.033962,9,9,1614,1600-1624
Cowley - 1739 - A description of the windward passage and gulf of florida_page_21_page_001.md,Kraken,0.01227,0.053232,2,5,11,1,1,12,1467,263,0.891667,120,13,0.910714,56,5,0,1,1,0.883799,0.019011,5,5,1739,1725-1749
"Davison - 1621 - Dauisons poems, or, A poeticall rapsodie Deuided into sixe bookes. The first, contayning poems and d_page_73_page_001.md",Kraken,0.573094,0.761905,234,238,708,111,113,64,2059,378,0.118182,220,194,-0.055556,36,38,0.333333,3,2,0.489998,0.055851,21,20,1621,1600-1624
Dirom - 1783 - Thoughts on the state of the militia of jamaica_page_20_page_001.md,Kraken,0.929231,1,0,535,69,0,102,11,650,113,0,46,46,0,26,26,0,1,1,0,0,0,0,1783,1775-1799
"Edwards - 1798 - The history, civil and commercial, of the British colonies in the West Indies_page_211_page_001.md",Kraken,0.074887,0.128676,107,2,7,26,1,8,1549,272,0.76,125,30,0.769231,13,3,0.5,2,1,0.848874,0.047138,14,14,1798,1775-1799
F. M. - 1634 - Wits Common Wealth The Second Part_page_198_page_001.md,Kraken,0.178187,0.365169,124,146,78,16,34,80,1953,356,0.442105,190,106,0.25,40,30,0.375,8,5,0.515662,0.038462,13,11,1634,1625-1649
"Fawconer - 1774 - The Sporting Calendar, containing an account of the plates, matches, andf sweepstakes_page_182_page_001.md",Kraken,0.088906,0.344398,21,21,71,4,18,61,1271,241,0.62234,188,71,0.653846,78,27,0.627119,59,22,0.412848,0.039648,9,8,1774,1750-1774
Feltham - 1803 - A popular view of the structure and economy of the human body_page_230_page_001.md,Kraken,0.007536,0.045455,1,1,8,1,0,10,1327,242,0.916667,120,10,0.666667,6,2,1,9,0,0.890893,0.016461,4,4,1803,1800-1824
Gadbury - 1672 - The Jamaica Almanack_page_4_page_001.md,Kraken,0.068201,0.194937,87,1,72,29,1,47,2346,395,0.695238,210,64,0.798165,109,22,0.666667,6,2,0.676059,0.042553,18,16,1672,1650-1674
Gisborne - 1792 - On slavery and the slave trade_page_1_page_001.md,Kraken,0.033172,0.133588,9,7,32,1,3,31,1447,262,0.726496,117,32,0.5,6,3,0,1,1,0.73669,0.042308,11,10,1792,1775-1799
Hamilton - 1718 - An answer to an Anonymous Libel_page_48_page_001.md,Kraken,0.011864,0.055046,0,9,5,0,5,7,1180,218,0.914894,94,8,0.880952,42,5,0,1,1,0.898663,0.018779,4,4,1718,1700-1724
Harris - 1691 - Remarks on the affairs and trade of England and Ireland_page_45_page_001.md,Kraken,0.012752,0.065089,7,2,27,3,0,30,2823,507,0.866379,232,31,0.932039,103,7,0.5,6,3,0.856351,0.031373,16,15,1691,1675-1699
Hayne - 1685 - An abstract of all the statutes made concerning aliens trading in England from the first-year of K._page_12_page_001.md,Kraken,0.025739,0.094301,37,30,68,7,8,76,5245,965,0.826446,484,84,0.857143,245,35,0.777778,9,2,0.80176,0.029046,28,26,1685,1675-1699
Hickeringill - 1705 - Jamaica Viewed_page_28_page_001.md,Kraken,0.062745,0.232143,13,6,61,5,3,44,1275,224,0.591304,115,47,0.607143,56,22,0.5,2,1,0.588453,0.053097,12,12,1705,1700-1724
Hughes - 1750 - The Natural History of Barbados in Ten Books_page_211_page_001.md,Kraken,0.015562,0.050898,13,7,11,4,1,12,1992,334,0.917582,182,15,0.915663,83,7,1,1,0,0.885944,0.026706,9,9,1750,1750-1774
"Ingram - 1744 - An essay, on the nature, cause, and seat of dysentery's, in a letter to Dr. Henry Warren of Barbados_page_35_page_001.md",Kraken,0.016371,0.083333,0,5,7,0,3,8,733,132,0.868852,61,8,0.782609,23,5,1,1,0,0.818492,0.031008,4,4,1744,1725-1749
Janssen - 1713 - General Maxims in Trade_page_26_page_001.md,Kraken,0.019178,0.089928,12,2,14,4,2,19,1460,278,0.826446,121,21,0.788462,52,11,-1,1,2,0.835277,0.017857,5,5,1713,1700-1724
"Kent - 1687 - A choice manual, or Rare secrets in physick and chirurgery collected, & practised by the Right Hono_page_106_page_001.md",Kraken,0.165733,0.265372,132,121,43,21,18,43,1786,309,0.54321,162,74,0.326087,46,31,0.333333,6,4,0.647412,0.035256,11,11,1687,1675-1699
Leslie - 1740 - A new and exact account of Jamaica_page_184_page_001.md,Kraken,0.015587,0.08658,1,2,16,1,1,18,1219,231,0.834783,115,19,0.846154,65,10,0.8,5,1,0.819063,0.017316,4,4,1740,1725-1749
Ligon - 1657 - A True and Exact history of the island of barbados_page_47_page_001.md,Kraken,0.028741,0.091627,37,35,25,9,12,37,3375,633,0.838488,291,47,0.796296,54,11,1,2,0,0.847989,0.01746,11,11,1657,1650-1674
"Long - 1774 - The history of Jamaica, or, general survey of the antient and modern state of that island_page_1_page_001.md",Kraken,0.030324,0.158996,9,9,68,1,6,69,2836,478,0.702222,225,67,0.666667,6,2,0.5,4,2,0.682432,0.042283,20,19,1774,1750-1774
"Marnettè - 1656 - The perfect cook being the most exact directions for the making all kinds of pastes, with the perfec_page_97_page_001.md",Kraken,0.035679,0.168317,6,10,56,1,8,59,2018,404,0.68254,189,60,0.458333,24,13,1,3,0,0.669795,0.015113,6,6,1656,1650-1674
"Morley - 1653 - A Vindication of that righteous principle of the doctrine of Christ, called laying on of hands upon_page_26_page_001.md",Kraken,0.06846,0.148148,60,74,34,11,16,41,2454,459,0.699029,206,62,0.727273,22,6,0.5,4,2,0.776146,0.026432,12,11,1653,1650-1674
Moseley and Moseley - 1799 - A treatise on sugar_page_103_page_001.md,Kraken,0.022243,0.078947,7,8,9,2,4,9,1079,190,0.912281,114,10,0.714286,14,4,1,5,0,0.859015,0.015957,3,3,1799,1775-1799
"Mullinax - 1660 - Symplegades antrum, or the rumpant story impartially relating their tyrannical dealings, and clymacterial downfall_page_16_page_001.md",Kraken,0.0179,0.097276,10,6,36,6,4,40,2905,514,0.846154,286,44,0.846154,104,16,0.666667,3,1,0.80341,0.027132,14,14,1660,1650-1674
Norwood - 1753 - An account of some particulars_page_1_page_001.md,Kraken,0.020137,0.116945,11,9,27,10,2,37,2334,419,0.807512,213,41,0.775,40,9,0.818182,11,2,0.778132,0.037471,16,15,1753,1750-1774
Ogilby - 1671 - America_page_399_page_001.md,Kraken,0.038366,0.09466,29,42,22,8,7,24,2424,412,0.852018,223,33,0.814286,70,13,1,3,0,0.847379,0.029056,12,11,1671,1650-1674
Priestley - 1788 - A sermon on the subject of the slave trade_page_29_page_001.md,Kraken,0.008451,0.037838,0,3,6,0,1,6,1065,185,0.925532,94,7,0.857143,7,1,0,1,1,0.903361,0.01087,2,2,1788,1775-1799
Prinsep - 1792 - The right in the West-India merchants to a double monopoly of the sugar market of Great Britain_page_1_page_001.md,Kraken,0.026923,0.132979,2,13,13,2,7,16,1040,188,0.819149,94,17,0.875,8,1,0.6,5,2,0.774259,0.038251,7,7,1792,1775-1799
Prinsep - 1794 - Bengal Sugar. An account of the method and expence of cultivating the sugar-cane in Bengal_page_1_page_001.md,Kraken,0.046533,0.10101,29,3,19,1,1,18,1096,198,0.828571,105,18,0.666667,12,4,0.230769,13,10,0.816405,0.010101,2,2,1794,1775-1799
Purchas - 1614 - Purchas his pilgrimage_page_484_page_001.md,Kraken,0.134504,0.326603,132,288,231,23,60,192,4840,842,0.490783,434,221,0.285714,77,55,0.25,8,6,0.493287,0.052174,42,40,1614,1600-1624
"Robertson - 1736 - The speech of Mr John Talbot Campo-bell, a free christian negro to his countrymen in the mountains of jamaica_page_47_page_001.md",Kraken,0.040632,0.132,31,6,17,13,2,18,1329,250,0.752294,109,27,0.794872,39,8,0,2,2,0.799145,0.045977,12,12,1736,1725-1749
"Sheffeild - 1650 - A good conscience the strongest hold. A treatise of conscience, handling the nature acts offices use_page_109_page_001.md",Kraken,0.306403,0.349829,463,496,65,68,85,52,3342,586,0.428135,327,187,0.315068,73,50,0.533333,15,7,0.653525,0.024605,14,13,1650,1650-1674
"Spire - 1698 - The natures, uses, & doses of several approved and experienced medicines, faithfully prepared by Joh_page_7_page_001.md",Kraken,0.029507,0.108384,28,25,29,5,7,41,2779,489,0.827338,278,48,0.845588,136,21,0.478261,23,12,0.77609,0.039014,19,17,1698,1675-1699
Starkey - 1658 - Natures explication and Helmont's vindication. Or A short and sure way to a long and sound life bei_page_101_page_001.md,Kraken,0.178473,0.361635,126,120,79,21,22,72,1821,318,0.422857,175,101,0.4,65,39,0,3,3,0.492197,0.07571,24,22,1658,1650-1674
"Stow - 1633 - The survey of London containing the original, increase, modern estate and government of that city, m_page_250_page_001.md",Kraken,0.560844,0.680919,1626,1755,1804,223,271,573,9245,1567,0.191584,903,730,0.262019,416,307,0.5,16,8,0.57474,0.053983,82,76,1633,1625-1649
"Stubbe - 1662 - The Indian Nectar, or a discourse concerning chocolata_page_105_page_001.md",Kraken,0.032078,0.118081,6,20,20,4,4,24,1434,271,0.852792,197,29,0.363636,11,7,-0.5,2,3,0.783336,0.04428,12,11,1662,1650-1674
Thomas - 1800 - Different plans for improving the Habour of Bristol_page_27_page_001.md,Kraken,0.014585,0.059908,3,6,7,0,4,9,1097,217,0.89011,91,10,0.904762,21,2,0.5,4,2,0.879162,0.014085,3,3,1800,1800-1824
Tryon - 1684 - Friendly advice to the gentle-man planters of the east and west indies_page_112_page_001.md,Kraken,0.033333,0.151163,8,5,18,1,4,21,930,172,0.744186,86,22,0.78125,32,7,1,1,0,0.712966,0.053254,9,9,1684,1675-1699
"Vaughan - 1612 - Approved directions for health, both naturall and artificiall deriued from the best physitians as we_page_41_page_001.md",Kraken,0.039705,0.171053,17,28,41,3,11,51,2166,380,0.75,228,57,0.710526,38,11,0.2,5,4,0.665678,0.024194,9,9,1612,1600-1624
Walwyn - 1646 - A word in season to all sorts of wel minded people in this miserably distracted and distempered nat_page_5_page_001.md,Kraken,0.157233,0.249395,162,172,41,22,28,53,2385,413,0.576355,203,86,0.333333,33,22,0.666667,3,1,0.662818,0.041769,17,17,1646,1625-1649
"Williams - 1750 - An essay on the bilious, or yellow fever of jamaica_page_28_page_001.md",Kraken,0.023907,0.109023,3,7,25,3,2,24,1464,266,0.8,130,26,0.764706,51,12,1,1,0,0.783863,0.037453,10,10,1750,1750-1774
Windham - 1804 - Facts better than arguments_page_99_page_001.md,Kraken,0.011364,0.063725,2,0,12,1,1,11,1232,204,0.881188,101,12,0.833333,6,1,0,1,1,0.852869,0.019608,4,4,1804,1800-1824
Woods - 1784 - Thoughts on the slavery of the negroes_page_1_page_001.md,Kraken,0.014558,0.070968,0,4,9,0,2,9,893,155,0.890244,82,9,0.666667,3,1,1,1,0,0.839355,0.019608,3,3,1784,1775-1799
"Worthington - 1620 - The ground of a Christians life Deliuered in a sermon at Harwood in Lancashire, the first day of Dec_page_22_page_001.md",Kraken,0.183497,0.45,130,141,196,22,33,152,2545,460,0.240506,237,180,0.483871,31,16,0.444444,9,5,0.340632,0.075724,34,31,1620,1600-1624
Wright - 1777 - Description of the Jesuits bark tree of Jamaica and the Caribbes_page_3_page_001.md,Kraken,0.01933,0.134831,5,0,10,2,0,10,776,89,0.862069,87,12,0.791667,24,5,0,2,2,0.742633,0.032967,3,3,1777,1775-1799
Young - 1807 - The West-India Common-place Book_page_149_page_001.md,Kraken,0.316916,0.447205,36,37,223,1,5,66,934,161,0.411765,119,70,0.78125,32,7,0.09375,64,58,0.543607,0.012739,2,2,1807,1800-1824
"Anonymous - 1643 - A briefe relation, abstracted out of severall letters, of a most hellish, cruell, and bloudy plot ag_page_3.md",Gemini,0.059345,0.169162,5,107,109,0,17,96,3724,668,0.66967,333,110,0.757576,99,24,0.333333,3,2,0.640618,0.003072,2,2,1643,1625-1649
"Anonymous - 1660 - By the merchants owners of ships and mariners, trading to His Majesties sugar-plantations_page_2.md",Gemini,0.076923,0.2,7,123,49,1,24,56,2327,405,0.651376,218,76,0.635514,107,39,0,1,1,0.611378,0.015707,6,6,1660,1650-1674
"Anonymous - 1675 - Every woman her own midwife, or, A Compleat cabinet opened for child-bearing women furnished with di.md",Gemini,0.060259,0.179379,18,113,106,2,17,108,3933,708,0.700748,401,120,0.779528,127,28,0.5,4,2,0.631975,0.017316,12,9,1675,1675-1699
"Anonymous - 1675 - The Accomplish'd lady's delight in preserving, physick, beautifying, and cookery containing I. the a_page_102.md",Gemini,0.08595,0.178042,1,121,34,0,23,37,1815,337,0.692308,182,56,0.708861,79,23,0.888889,9,1,0.682419,0.015924,5,4,1675,1675-1699
Anonymous - 1675 - The gentlewomans cabinet unlocked wherein is contained many excellent receipts for neat dressing of_page_8.md,Gemini,0.097065,0.210762,3,128,84,0,24,70,2215,446,0.626126,222,83,0.578947,76,32,0,1,1,0.603985,0.033175,14,14,1675,1675-1699
Anonymous - 1676 - Wonderful news from Bristol_page_5.md,Gemini,0.03104,0.155556,2,1,34,2,0,33,1192,225,0.697248,109,33,0.703704,27,8,1,1,0,0.657792,0.004405,1,1,1676,1675-1699
Anonymous - 1677 - The Case of His Majesties Plantations_page_3.md,Gemini,0.025567,0.135048,2,0,42,2,0,40,1721,311,0.741935,155,40,0.833333,78,13,1,6,0,0.681701,0,0,0,1677,1675-1699
"Anonymous - 1680 - The Interest of the three kingdoms, with respect to the business of the black box, and all the other_page_10.md",Gemini,0.061263,0.175393,5,145,110,6,23,105,4244,764,0.652299,348,121,0.726744,172,47,0.75,4,1,0.65667,0.001339,1,1,1680,1675-1699
Anonymous - 1682 - A letter from Jamaica to a friend in London concerning kid-napping_page_1.md,Gemini,0.135988,0.247664,83,75,303,15,14,130,3390,642,0.542763,304,139,0.512658,158,77,0.785714,14,3,0.647547,0.012442,8,7,1682,1675-1699
Anonymous - 1690 - The compleat English and French cook describing the best and newest ways of ordering and dressing al_page_122.md,Gemini,0.084699,0.192771,1,120,65,0,18,62,2196,415,0.663717,226,76,0.702703,74,22,0.666667,3,1,0.634544,0.007557,3,3,1690,1675-1699
Anonymous - 1692 - A brief but most true relation of the late barbarous and bloody plot of the negro's in the island of Barbados_page_1.md,Gemini,0.024814,0.098039,5,0,15,0,1,14,806,153,0.796875,64,13,0.83871,31,5,1,5,0,0.765998,0,0,0,1692,1675-1699
"Anonymous - 1693 - The truest and largest account of the late earthquake in Jamaica, June the 7th. 1692. written by a r_page_10.md",Gemini,0.077953,0.267133,6,105,180,2,14,175,3733,715,0.633441,311,114,0.688073,109,34,0.888889,9,1,0.478959,0.007112,5,5,1693,1675-1699
"Anonymous - 1695 - Reasons humbly offer'd, why a duty should not be laid on sugars_page_2.md",Gemini,0.051361,0.162512,3,155,144,0,34,142,5880,1083,0.663306,496,167,0.697872,235,71,0.833333,6,1,0.670154,0.00572,6,6,1695,1675-1699
Anonymous - 1700 - An enquiry into the causes of the miscarriage of the scots colony at darien_page_31.md,Gemini,0.081285,0.223043,40,166,95,1,36,114,3703,677,0.541139,316,145,0.536765,136,63,0.941176,17,1,0.570159,0.014019,9,9,1700,1700-1724
Anonymous - 1700 - Directions for Sugar Plums_page_1.md,Gemini,0.081247,0.185294,135,54,103,16,10,100,3594,680,0.697548,367,111,0.730769,286,77,0.941176,17,1,0.655499,0.034985,24,24,1700,1700-1724
Anonymous - 1700 - The English acquisitions in Guinea and East-India_page_50.md,Gemini,0.043079,0.192572,29,26,114,2,14,124,3923,727,0.60303,330,131,0.539683,63,29,1,2,0,0.597212,0.01958,14,14,1700,1700-1724
Anonymous - 1704 - Female Policy Detected_page_73.md,Gemini,0.016892,0.086207,0,0,25,0,0,25,1480,290,0.821429,140,25,0.859649,57,8,1,1,0,0.795153,0.003448,1,1,1704,1700-1724
Anonymous - 1710 - Whereas the Queen has been pleased to direct_page_1.md,Gemini,0.096622,0.237598,21,155,50,10,33,48,2339,383,0.595,200,81,0.685714,140,44,0.6,10,4,0.619529,0.011111,4,4,1710,1700-1724
"Anonymous - 1712 - Some considerations humbly offered, against Granting the Sole TRade to Guiny from cape blanco to cape lopez_page_1.md",Gemini,0.054993,0.14939,0,134,67,0,25,73,3655,656,0.69,300,93,0.761628,172,41,0.833333,6,1,0.695164,0.009509,6,6,1712,1700-1724
Anonymous - 1716 - A True Account of the late pyracies of Jamaica_page_19.md,Gemini,0.037488,0.17561,4,6,30,3,1,32,1067,205,0.681319,91,29,0.733333,45,12,1,4,0,0.64589,0.019324,4,4,1716,1700-1724
Anonymous - 1721 - The unhappy voyage_page_1.md,Gemini,0.073518,0.182474,102,119,171,25,20,132,5332,970,0.698444,514,155,0.77305,282,64,0.8,5,1,0.664461,0.010256,10,10,1721,1700-1724
Anonymous - 1726 - The State of the Island of Jamaica_page_41.md,Gemini,0.110227,0.258741,42,58,80,6,15,53,1633,286,0.627451,153,57,0.782051,78,17,0.5,4,2,0.632329,0.01444,4,4,1726,1725-1749
Anonymous - 1728 - Some observations on the Assiento Trade_page_22.md,Gemini,0.05,0.200557,36,16,49,0,8,64,2020,359,0.564417,163,71,0.55,80,36,1,3,0,0.565082,0.025641,9,6,1728,1725-1749
Anonymous - 1731 - The Case of the British Sugar-Colonies_page_2.md,Gemini,0.081614,0.221925,10,253,101,4,52,110,4460,748,0.637363,364,132,0.679426,209,67,0.666667,3,1,0.588794,0.025714,18,15,1731,1725-1749
Anonymous - 1732 - Some considerations touching the sugar colonies_page_1.md,Gemini,0.023606,0.119681,1,6,40,1,3,41,1991,376,0.80791,177,34,0.866667,75,10,1,3,0,0.720734,0.008021,3,3,1732,1725-1749
Anonymous - 1740 - A letter from a gentleman at barbados to his friend now in London_page_25.md,Gemini,0.031915,0.137339,3,0,39,1,0,31,1316,233,0.720721,111,31,0.765957,47,11,1,3,0,0.68973,0.004274,1,1,1740,1725-1749
"Anonymous - 1743 - Acts of Assembly passed in the Island of Jamaica from 1681, to 1737, inclusive_page_118.md",Gemini,0.129478,0.293372,263,316,162,48,80,173,5723,1026,0.517103,497,240,0.643098,297,106,1,2,0,0.557804,0.007042,7,7,1743,1725-1749
Anonymous - 1744 - Reasons against the bill now depending in parliament intitled a bill for inlarging and regulating the trade to the levant seas_page_6.md,Gemini,0.0476,0.184477,92,19,122,2,10,152,4895,889,0.551429,350,157,0.519553,179,86,1,1,0,0.606425,0.027242,24,19,1744,1725-1749
Anonymous - 1746 - An essay concerning slavery and the danger Jamaica is expos'd too from the too great number of slaves_page_41.md,Gemini,0.042832,0.196262,16,8,25,2,3,37,1144,214,0.663551,107,36,0.651163,43,15,1,2,0,0.639919,0.014085,3,3,1746,1725-1749
Anonymous - 1752 - The art of making sugar_page_1.md,Gemini,0.038346,0.195175,3,8,91,0,3,86,2660,456,0.630705,241,89,0.857143,14,2,1,3,0,0.579514,0.006623,3,3,1752,1750-1774
Anonymous - 1753 - An accurate description of the cacao-tree_page_2.md,Gemini,0.02331,0.100719,4,2,44,0,1,41,2145,417,0.778947,190,42,0.842105,38,6,1,14,0,0.779597,0.002404,1,1,1753,1750-1774
Anonymous - 1757 - The Jamaica Association Develop'd_page_14.md,Gemini,0.036732,0.195556,0,0,49,0,0,44,1334,225,0.619048,105,40,0.686275,51,16,1,1,0,0.561945,0.004444,1,1,1757,1750-1774
Anonymous - 1764 - Astronomical Observations Made at the Island of Barbados; At Willoughby Fort_page_1.md,Gemini,0.038486,0.185965,8,10,43,2,5,46,1585,285,0.687117,163,51,0.77193,57,13,1,19,0,0.629584,0.014184,4,4,1764,1750-1774
Anonymous - 1766 - The privileges of the island of jamaica vindicated_page_64.md,Gemini,0.062543,0.25188,7,25,58,0,12,55,1439,266,0.504065,123,61,0.714286,14,4,0.5,2,1,0.503637,0.043307,11,11,1766,1750-1774
"Anonymous - 1768 - An act for vesting the settled estate of william nedham, esquire, in the island of Jamaica, in trustees for the purposes therein mentioned_pa.md",Gemini,0.036581,0.18847,3,2,93,2,0,83,2679,451,0.645022,231,82,0.771429,140,32,1,1,0,0.589679,0.002208,1,1,1768,1750-1774
Anonymous - 1768 - Letters from a farmer in pennsylvania_page_74.md,Gemini,0.042916,0.211806,3,18,42,1,8,52,1468,288,0.62963,135,50,0.75,4,1,1,1,0,0.577109,0.032028,9,9,1768,1750-1774
Anonymous - 1789 - Notes on the two reports from the committee of the honourable house of assembly of Jamaica_page_32.md,Gemini,0.053435,0.282158,7,1,62,1,1,66,1310,241,0.681034,116,37,0.857143,28,4,0.833333,12,2,0.382241,0,0,0,1789,1775-1799
Anonymous - 1792 - Bristol an abstract of the city charter_page_32.md,Gemini,0.031599,0.160804,0,1,33,0,1,31,1076,199,0.684783,92,29,0.75,28,7,1,1,0,0.642046,0.005051,1,1,1792,1775-1799
Anonymous - 1792 - Plain man's thoughts on the present price of sugar_page_15.md,Gemini,0.033835,0.169565,1,1,43,2,0,37,1330,230,0.657658,111,38,0.888889,9,1,1,2,0,0.626492,0.008621,2,2,1792,1775-1799
"Anonymous - 1793 - Memoir, on the sugar-trade of the British colonies_page_1.md",Gemini,0.005263,0.045113,3,0,1,3,0,3,760,133,0.953125,64,3,0.857143,7,1,1,1,0,0.944124,0.014706,2,2,1793,1775-1799
Anonymous - 1800 - Cushoo A dialogue between a negro and an english gentleman_page_7.md,Gemini,0.013149,0.068852,7,7,6,7,0,14,1521,305,0.922222,180,14,0.957447,47,2,1,1,0,0.866497,0.025641,8,8,1800,1800-1824
Anonymous - 1803 - Practical Rules for the management and medical treatment of negro slaves in the sugar colonies_page_243.md,Gemini,0.001507,0.008772,0,2,0,0,1,1,1327,228,0.981132,106,2,1,2,0,1,1,0,0.984529,0.004405,1,1,1803,1800-1824
